IDS	QUESTIONS	ANSWER	AUDIO	INFO	CLUE	THEME	SUBTYPE	LEVEL	SEQ	TYPE	PERSON	TENSE	COMMENT	0	dedupeExact		dedupeVague															
237	amigo: _come in!_	_¡entra!_	S0237	ENTRAR	_e_	common phrases	imperative	A1	237	phrase				entra																		
238	those _people_	esas _personas_	S0238		e _p_	people	general	A1	238	noun				personas																		
239	the _shop_ on the corner	la _tienda_ en la esquina	S0239	 	 a tent in the desert	environment	building	A1	239	noun				tienda																		
240	an internatonal _bank_	un _banco_ internacional	S0240		u _b_ i	environment	building	A1	240	noun				banco																		
241	a Chinese _restaurant_	un _restaurante_ chino	S0241		u _r_ c	people	building	A1	241	noun				restaurante																		
242	a small _market_	un _mercado_ pequeño	S0242	morph:: pequeño can appear after or before the noun	u _m_ p	environment	building	A1	242	noun				mercado																		
243	my _hotel_	mi _hotel_	S0243		m _h_	environment	building	A1	243	noun				hotel																		
244	a different _supermarket_	un _supermercado_ diferente	S0244		u _s_ d	environment	building	A1	244	noun				supermercado																		
245	I can _give_	puedo _dar_	S0245	donate	p _d_	people	sharing	A1	245	verb				dar																		
246	amigo: you must _take_	debes _tomar_	S0246		d _t_	people	sharing	A1	246	verb				tomar																		
247	we should _share_	deberíamos _compartir_	S0247	compartment	d _c_	people	sharing	A1	247	verb				compartir																		
248	amigo: _don't let me_ forget!	_¡no me dejes_ olvidar!	S0248	negative imperative. Verb = DEJAR	_n m d_ o	common phrases	negative imperative	A1	248	phrase				no me dejes																		
249	I want to _say_	quiero _decir_	S0249	dictate French	q _d_	conversation		A1	249	verb				decir																		
250	amigo: what do you _mean_?	¿qué _quieres decir_?	S0250	what do you want to say:: only the first verb is conjugated as usual the second is left alone	q _q d_	conversation		A1	250	verb				quieras decir																		
251	_we would answer_	_responderíamos_	S0251	infinitive: RESPONDER	_r_	conversation		A1	251	verb				responderíamos																		
252	_I am waiting_	_estoy esperando_	S0252	infinitive: ESPERAR	e _e_	time		A1	252	verb				estoy esperando																		
253	what _happened_	¿qué _pasó_?	S0253	infinitive: PASAR	q _p_	events	misc	A1	253	verb				pasó																		
254	he wants _to drink_ something	quiere _beber_ algo	S0254	imbibe	q _b_ a	food	drink	A1	254	verb				beber																		
255	amigo: what do you want _to buy_?	¿qué quieres _comprar_?	S0255		q q _c_	shopping	money	A1	255	verb				comprar																		
256	amigo: when do you _open_?	¿cuándo _abres_?	S0256	infinitive:  ABRIR:: aperture	c _a_	shopping	time	A1	256	verb				abres																		
257	they must not _close_	no deben _cerrar_	S0257		n d _c_	shopping	time	A1	257	verb				cerrar																		
258	we must _start_	debemos _empezar_	S0258		d _e_	process	time	A1	258	verb				empezar																		
259	they want to _stop_	quieren _parar_	S0259	infinitive: parar::parachute.	q _p_	process	time	A1	259	verb				parar																		
260	I am _happy_	estoy _contento_	S0260	synonym	e _c_	people	emotion	A1	260	descriptor				contento																		
261	amigo: are you _sad_?	¿estás _triste_?	S0261	moods are temporary / fleeting	e _t_	people	emotion	A1	261	descriptor				triste																		
262	a _delicious_ meal	una comida _deliciosa_	S0262	morph	u c _d_	daily routine	food	A1	262	descriptor				deliciosa																		
263	a _dangerous_ area	una zona _peligrosa_	S0263		u z _p_	news	risk	A1	263	descriptor				peligrosa																		
264	a _sunny_ day	un día _soleado_	S0264	sol-e-ated solarated	u d _s_	environment	weather	A1	264	descriptor				soleado																		
265	a _rainy_ winter	un invierno _lluvioso_	S0265	pluviometer::ventoso	u i _ll_	environment	weather	A1	265	descriptor				lluvioso																		
266	my friend is _tall_	mi amigo es _alto_	S0266	altitude:: “es” is from SER (to be permanently or inherently or unfleetingly)	m a e _a_	appearance	people	A1	266	descriptor				alto																		
267	a _short_ man	un hombre _bajo_	S0267	baja California	u h _b_	appearance	people	A1	267	descriptor				bajo 1																		
268	a _short_ street	una calle _corta_	S0268	to be curt	u c _c_	appearance	dimension	A1	268	descriptor				corta																		
269	a _fat_ policeman	un policía _gordo_	S0269	exception to the gender ending rule	u p _g_	appearance	people	A1	269	descriptor				gordo																		
270	too _thin_	demasiado _delgado_	S0270	delicate	d _d_	appearance	people	A1	270	descriptor				delgado																		
271	very _blonde_	muy _rubio_	S0271		m _r_	appearance	people	A1	271	descriptor				rubio																		
272	a _young_ woman	una mujer _joven_	S0272	juvenile:: joven does not change with gender - this is unusual	u m _j_	appearance	people	A1	272	descriptor				joven																		
273	an _old_ man	un hombre _viejo_	S0273		u h _v_	appearance	people	A1	273	descriptor				viejo																		
274	a large _bed_	una _cama_ grande	S0274		u _c_ g	home	bedroom	A1	274	noun				cama																		
275	a strong _table_	una _mesa_ fuerte	S0275		u _m_ f	home	kitchen	A1	275	noun				mesa																		
276	a comfortable _chair_	una _silla_ cómoda	S0276		u _s_ c	home	lounge	A1	276	noun				silla																		
277	temp: the _bedroom_ was	el _dormitorio_ estaba	S0277	morph to dormitory::escritorio	e _d_ e	home	bedroom	A1	277	noun				dormitorio																		
278	in the _lounge_	en el _salón_	S0278	or large hall	e e _s_	home	lounge	A1	278	noun				salón																		
279	near the _kitchen_	cerca de la _cocina_	S0279		c d l _c_	home	kitchen	A1	279	noun				cocina																		
280	a wonderful _meal_	una _comida_ maravillosa	S0280	comer : to eat:: also food	u _c_ m	food	meal	A1	280	noun				comida																		
281	during _breakfast_	durante el _desayuno_	S0281	breakfast : break fasamigo:: ayunar : fast	d e _d_	daily routine	food	A1	281	noun				desayuno																		
282	after _lunch_	después del _almuerzo_	S0282		d d _alm_	daily routine	food	A1	282	noun				almuerzo																		
283	instead of _dinner_	en lugar de la _cena_	S0283		e l d l _c_	daily routine	food	A1	283	noun				cena																		
284	an attractive _colour_	un _color_ atractivo	S0284		u _c_ a	appearance	colour	A1	284	noun				color																		
285	a _difficult_ situation	una situación _difícil_	S0285		u s _d_	appearance	judgement	A1	285	descriptor				difícil																		
286	an _easy_ solution would be	una solución _fácil_ sería	S0286		u s _f_ 	appearance	judgement	A1	286	descriptor				fácil																		
287	give me one _second_	¡dame un _segundo_!	S0287	morph	d u _s_	time	time	A1	287	noun				segundo - time																		
288	eleven _minutes_	once _minutos_	S0288		o _m_	time	time	A1	288	noun				minutos																		
289	seven _o'clock_	siete _en punto_	S0289	seven on the dot	s _e p_	time	time	A1	289	descriptor				en punto																		
290	eight _a.m_	ocho _de la mañana_	S0290		o _d l m_	time	time	A1	290	descriptor				de la mañana																		
291	four _pm_	cuatro _de la tarde_	S0291	to be tardy - to be late	c _d l t_	time	time	A1	291	descriptor				de la tarde																		
292	nine _p.m_	nueve _de la noche_	S0292	nocturnal	n _d l n_	time	time	A1	292	descriptor				de la noche																		
293	_half past_ two	dos _y media_	S0293	medium	d _y m_	time	time	A1	293	descriptor				y media																		
294	_quarter to_ four	las cuatro _menos cuarto_	S0294	minus a quarter	l c _m c_	time	time	A1	294	descriptor				menos cuarto																		
295	_quarter past_ three	tres _y cuarto_	S0295		t _y_c_	time	time	A1	295	descriptor				y cuarto																		
296	_six fifteen_	_seis y quince_	S0296		_s y q_	time	time	A1	296	descriptor				seis y quince																		
297	before _midday_	antes del _mediodía_	S0297	medium / middle of	a d _m_	time	time	A1	297	noun				mediodía																		
298	till _midnight_	hasta la _medianoche_	S0298		h l _m_	time	time	A1	298	noun				medianoche																		
299	this _day_	este _día_	S0299	diary::masculine despite the spelling	e _d_	calendar	period	A1	299	noun				día																		
300	next _weekend_	el próximo _fin de semana_	S0300	final / end of week	e p _f d s_	calendar	period	A1	300	noun				fin de semana																		
301	our _holiday_	nuestras _vacaciones_	S0301	morph	n _v_	calendar	period	A1	301	noun				vacaciones																		
302	a hot _year_	un _año_ caliente	S0302	annual:: caliente does not change with gender. Unusual.	u _a_ c	calendar	period	A1	302	noun				año																		
303	my next _birthday_	mi próximo _cumpleaños_	S0303	cumplir : to achieve / complete	m p _c_	calendar	period	A1	303	noun				cumpleaños																		
304	amigo: your last _anniversary_	tu _aniversario_ pasado	S0304	morph	t _a_ p	calendar	period	A1	304	noun				aniversario																		
305	a sad _January_	un triste _enero_	S0305		u t _e_	calendar	month	A1	305	noun				enero																		
306	_February_ is cold	en _febrero_ hace frío	S0306	in february it makes cold. hacer is used with weather	e _f_ h f	calendar	month	A1	306	noun				febrero																		
307	spring starts in _March_	la primavera empieza en _marzo_	S0307		l p e  e _m_	calendar	month	A1	307	noun				marzo																		
308	_April_ this year	_abril_ este año	S0308	morph	_a_ e a	calendar	month	A1	308	noun				abril																		
309	how many days before _May_	¿cuántos días antes de _mayo_	S0309		c d    a d _m_	calendar	month	A1	309	noun				mayo																		
310	I was born in _June_	nací en _junio_	S0310	NACER	n e _j_	calendar	month	A1	310	noun				junio																		
311	_July_ is hot	_julio_ es caluroso	S0311		_j_ e c--u---o	calendar	month	A1	311	noun				julio																		
312	in _August_ each year	en _agosto_ cada año	S0312		e _a_ c a	calendar	month	A1	312	noun				agosto																		
313	a warm _September_	un cálido _septiembre_	S0313	calories	u c---do _s_	calendar	month	A1	313	noun				septiembre																		
314	a mild _October_	un _octubre_ templado	S0314		u t _o_	calendar	month	A1	314	noun				octubre																		
315	a cool _November_	un fresco _noviembre_	S0315	fresco can precede of follow the noun	u fr _n_	calendar	month	A1	315	noun				noviembre																		
316	it snows in _December_	nieva en _diciembre_	S0316	NEVAR	n e _d_	calendar	month	A1	316	noun				diciembre																		
317	_spring_ will be	la _primavera_ será	S0317	first summer	l _p_ s	calendar	season	A1	317	noun				primavera																		
318	a lazy _summer_	un _verano_ perezoso	S0318	veranda	u _v_ p	calendar	season	A1	318	noun				verano																		
319	a quiet _autumn_	un _otoño_ tranquilo	S0319		u _o_ tr	calendar	season	A1	319	noun				otoño																		
320	a long _winter_	un _invierno_ largo	S0320		u _inv_ l	calendar	season	A1	320	noun				invierno																		
321	_twenty two_	_veintidós_	S0321	veintidós is a special case. 33 etc are written as _treinta y tres_	_v_	number	cardinal	A1	321	number				veintidós																		
322	_thirty three_	_treinta y tres_	S0322	this format is the standard format. veintidós is the exception	_t y t_	number	cardinal	A1	322	number				treinta y tres																		
323	_fifty five_	_cincuenta y cinco_	S0323		_c y c_	number	cardinal	A1	323	number				cincuenta y cinco																		
324	_sixty six_	_sesenta y seis_	S0324		_s y s_	number	cardinal	A1	324	number				sesenta y seis																		
325	_seventy seven_	_setenta y siete_	S0325		_s y s_	number	cardinal	A1	325	number				setenta y siete																		
326	_one hundred_	_ciento_	S0326	cents century centurian	_c_	number	cardinal	A1	326	number				ciento																		
327	_one thousand_	_un mil_	S0327	millimetre	u _m_	number	cardinal	A1	327	number				un mil																		
328	_one million_	_un millón_	S0328		u _m_	number	cardinal	A1	328	number				un millón																		
329	_two point five_	_dos coma cinco_	S0329	English 2.5 => Spanish 2	5	number	cardinal	A1	329	number				dos coma cinco																		
330	_give me_ five minutes	_dame_ cinco minutos	S0330	me = to me	_dm_ c m	common phrases	imperative	A1	330	phrase				dame																		
331	amigo: relax! (_yourself_)	¡relája_te_!	S0331	te is the tú form of the reflexive pronoun “se” i.e. relax yourself		common phrases	imperative	A1	331	phrase				te																		
332	give _him_ the ticket	da_le_ el billete	S0332	le = to him	d_l_ e b	grammar		A1	332	pronoun				le him																		
333	ask _her_ the time	pregúnta_le_ la hora	S0333	le = to her	p_l_ l h	grammar		A1	333	pronoun				le her																		
334	amigo: show _us_ your present	muéstra _nos_ tu regalo	S0334	nos = to us	m _n_ t r	grammar		A1	334	pronoun				nos																		
335	amigo: give it to _them_	dá_se_lo	S0335	se = to them	d_s_l	grammar		A1	335	pronoun				se																		
336	amigo: speak _with me_!	¡habla _conmigo_!	S0336	special case	h _c_	grammar	imperative	A1	336	phrase				conmigo																		
337	amigo: I will go _with you_	iré _contigo_	S0337	special case	i _c_	grammar		A1	337	prepositional pronoun				contigo																		
338	_similar_ to his	_similar_ a lo suyo	S0338		_s_ a l s	objects		A1	338	descriptor				similar																		
339	amigo: do you have anything _different_	¿tienes algo _diferente_?	S0339		t a _d_	objects		A1	339	descriptor				diferente																		
340	a _good_ idea	una _buena_ idea	S0340		u _b_i	judgement		A1	340	descriptor				buena																		
341	good _better_ best	bueno _mejor_ lo mejor	S0341		b _m_ l m	judgement		A1	341	descriptor				mejor																		
342	this one is _worse_	este es _peor_	S0342		e e _p_	judgement		A1	342	descriptor				peor																		
343	it is too _tight_	está demasiado _apretado_	S0343		e d _a_	appearance	dimension	A1	343	descriptor				apretado																		
344	a _loose_ plug	un enchufe _suelto_	S0344		u e _s_	appearance	dimension	A1	344	descriptor				suelto																		
